Entity,Code,Year,Population (historical)
Oceania,,1999,30879103
Oceania,,2000,31351933
Oceania,,2001,31846184
Oceania,,2002,32364960
Oceania,,2003,32893504
Oceania,,2004,33417998
Oceania,,2005,33955117
Oceania,,2006,34539330
Oceania,,2007,35188982
Oceania,,2008,35889285
Oceania,,2009,36592503
Oceania,,2010,37253044
Oceania,,2011,37889028
Oceania,,2012,38549466
Oceania,,2013,39232903
Oceania,,2014,39917738
Oceania,,2015,40613970
Oceania,,2016,41346227
Oceania,,2017,42092960
Oceania,,2018,42814493
Oceania,,2019,43503484
Oceania,,2020,44078254
Oceania,,2021,44557503
Oceania,,2022,45048642
Oceania,,2023,45562108
South America,,1700,5901812
South America,,1710,6080041
South America,,1720,6275955
South America,,1730,6493347
South America,,1740,6736924
South America,,1750,7012585
South America,,1760,7327688
South America,,1770,7691442
South America,,1780,8115400
South America,,1785,8281616
South America,,1788,8447833
South America,,1790,8614050
South America,,1800,9277957
South America,,1801,9317480
South America,,1802,9360610
South America,,1803,9407381
South America,,1804,9457827
South America,,1805,9511985
South America,,1806,9569900
South America,,1807,9631616
South America,,1808,9697180
South America,,1809,9766647
South America,,1810,9862588
South America,,1811,9958485
South America,,1812,10064501
South America,,1813,10180660
South America,,1814,10300810
South America,,1815,10425044
South America,,1816,10553464
South America,,1817,10686171
South America,,1818,10823273
South America,,1819,10970443
South America,,1820,11127614
South America,,1821,11294718
South America,,1822,11471673
South America,,1823,11658400
South America,,1824,11849246
South America,,1825,12044305
South America,,1826,12243678
South America,,1827,12447466
South America,,1828,12655769
South America,,1829,12875055
South America,,1830,13105768
South America,,1831,13348394
South America,,1832,13603420
South America,,1833,13871366
South America,,1834,14146414
South America,,1835,14428797
South America,,1836,14718743
South America,,1837,15016504
South America,,1838,15322329
South America,,1839,15631013
South America,,1840,15942666
South America,,1841,16257411
South America,,1842,16575367
South America,,1843,16896665
South America,,1844,17226919
South America,,1845,17566445
South America,,1846,17915580
South America,,1847,18274667
South America,,1848,18644066
South America,,1849,18973167
South America,,1850,19261504
South America,,1851,19515726
South America,,1852,19728226
South America,,1853,19898328
South America,,1854,20076281
South America,,1855,20262109
South America,,1856,20455846
South America,,1857,20657524
South America,,1858,20867195
South America,,1859,21084967
South America,,1860,21310302
South America,,1861,21542667
South America,,1862,21781540
South America,,1863,22026397
South America,,1864,22276696
South America,,1865,22532555
South America,,1866,22794079
South America,,1867,23061391
South America,,1868,23334617
South America,,1869,23625455
South America,,1870,23934719
South America,,1871,24263242
South America,,1872,24611834
South America,,1873,24981309
South America,,1874,25360978
South America,,1875,25750976
South America,,1876,26151439
South America,,1877,26562511
South America,,1878,26984342
South America,,1879,27434075
South America,,1880,27912182
South America,,1881,28419221
South America,,1882,28955780
South America,,1883,29522539
South America,,1884,30103175
South America,,1885,30698196
South America,,1886,31308164
South America,,1887,31933652
South America,,1888,32575283
South America,,1889,33227633
South America,,1890,33890958
South America,,1891,34565468
South America,,1892,35251291
South America,,1893,35948511
South America,,1894,36663240
South America,,1895,37395860
South America,,1896,38146772
South America,,1897,38916387
South America,,1898,39705129
South America,,1899,40509877
South America,,1900,41330741
South America,,1901,42167855
South America,,1902,43021342
South America,,1903,43891359
South America,,1904,44781677
South America,,1905,45692841
South America,,1906,46625401
South America,,1907,47579926
South America,,1908,48557015
South America,,1909,49545768
South America,,1910,50545993
South America,,1911,51557488
South America,,1912,52579990
South America,,1913,53613237
South America,,1914,54668408
South America,,1915,55745990
South America,,1916,56846479
South America,,1917,57970388
South America,,1918,59102586
South America,,1919,60264993
South America,,1920,61458404
South America,,1921,62683653
South America,,1922,63941565
South America,,1923,65233001
South America,,1924,66552723
South America,,1925,67901379
South America,,1926,69279649
South America,,1927,70688219
South America,,1928,72127798
South America,,1929,73565553
South America,,1930,75000544
South America,,1931,76431800
South America,,1932,77858278
South America,,1933,79278889
South America,,1934,80726067
South America,,1935,82200318
South America,,1936,83702161
South America,,1937,85232121
South America,,1938,86790735
South America,,1939,88464085
South America,,1940,90256708
South America,,1941,92173082
South America,,1942,94218246
South America,,1943,96397191
South America,,1944,98629541
South America,,1945,100916646
South America,,1946,103259880
South America,,1947,105660667
South America,,1948,108120461
South America,,1949,110738251
South America,,1950,112972518
South America,,1951,116031401
South America,,1952,119206493
South America,,1953,122484796
South America,,1954,125864943
South America,,1955,129350744
South America,,1956,132948534
South America,,1957,136660252
South America,,1958,140477491
South America,,1959,144407615
South America,,1960,148440454
South America,,1961,152562728
South America,,1962,156773481
South America,,1963,161064912
South America,,1964,165412368
South America,,1965,169786673
South America,,1966,174174291
South America,,1967,178569874
South America,,1968,182976642
South America,,1969,187409946
South America,,1970,191854471
South America,,1971,196341773
South America,,1972,200916157
South America,,1973,205567961
South America,,1974,210288660
South America,,1975,215072199
South America,,1976,219942391
South America,,1977,224940528
South America,,1978,230063362
South America,,1979,235279543
South America,,1980,240598980
South America,,1981,246003537
South America,,1982,251462594
South America,,1983,256993122
South America,,1984,262567190
South America,,1985,268126678
South America,,1986,273653082
South America,,1987,279158924
South America,,1988,284662818
South America,,1989,290156946
South America,,1990,295638939
South America,,1991,301035132
South America,,1992,306385453
South America,,1993,311711792
South America,,1994,316982990
South America,,1995,322239113
South America,,1996,327453726
South America,,1997,332641973
South America,,1998,337867565
South America,,1999,343038819
South America,,2000,348018055
South America,,2001,352811180
South America,,2002,357457816
South America,,2003,361970155
South America,,2004,366371498
South America,,2005,370695644
South America,,2006,374924673
South America,,2007,379034988
South America,,2008,383024319
South America,,2009,386903697
South America,,2010,390700449
South America,,2011,394477234
South America,,2012,398254669
South America,,2013,402021854
South America,,2014,405811741
South America,,2015,409619302
South America,,2016,413394350
South America,,2017,417044675
South America,,2018,420439723
South America,,2019,423547588
South America,,2020,426212835
South America,,2021,428330745
South America,,2022,430492132
South America,,2023,433023545
World,OWID_WRL,1700,595456896
World,OWID_WRL,1710,617975872
World,OWID_WRL,1720,648184768
World,OWID_WRL,1730,670899968
World,OWID_WRL,1740,702227776
World,OWID_WRL,1750,753279296
World,OWID_WRL,1760,788254976
World,OWID_WRL,1770,827951488
World,OWID_WRL,1780,900945152
World,OWID_WRL,1790,942261696
World,OWID_WRL,1800,954892352
World,OWID_WRL,1810,1028932352
World,OWID_WRL,1820,1065623616
World,OWID_WRL,1830,1148205440
World,OWID_WRL,1840,1209754496
World,OWID_WRL,1850,1287033856
World,OWID_WRL,1860,1346093952
World,OWID_WRL,1870,1346763136
World,OWID_WRL,1880,1427718912
World,OWID_WRL,1890,1548405760
World,OWID_WRL,1900,1670635648
World,OWID_WRL,1910,1800219392
World,OWID_WRL,1920,1927857152
World,OWID_WRL,1930,2106406144
World,OWID_WRL,1940,2328460032
World,OWID_WRL,1950,2493092801
World,OWID_WRL,1951,2536926981
World,OWID_WRL,1952,2584086282
World,OWID_WRL,1953,2634106196
World,OWID_WRL,1954,2685894824
World,OWID_WRL,1955,2740213742
World,OWID_WRL,1956,2795409946
World,OWID_WRL,1957,2852618291
World,OWID_WRL,1958,2911249598
World,OWID_WRL,1959,2965950296
World,OWID_WRL,1960,3015470858
World,OWID_WRL,1961,3064869609
World,OWID_WRL,1962,3123374259
World,OWID_WRL,1963,3192807773
World,OWID_WRL,1964,3264487295
World,OWID_WRL,1965,3334533671
World,OWID_WRL,1966,3404041061
World,OWID_WRL,1967,3473412825
World,OWID_WRL,1968,3545187204
World,OWID_WRL,1969,3619491543
World,OWID_WRL,1970,3694683753
World,OWID_WRL,1971,3769847803
World,OWID_WRL,1972,3844917635
World,OWID_WRL,1973,3920804971
World,OWID_WRL,1974,3996416050
World,OWID_WRL,1975,4070735208
World,OWID_WRL,1976,4144246343
World,OWID_WRL,1977,4217863768
World,OWID_WRL,1978,4292097452
World,OWID_WRL,1979,4368539442
World,OWID_WRL,1980,4447606162
World,OWID_WRL,1981,4528777252
World,OWID_WRL,1982,4612673388
World,OWID_WRL,1983,4697327540
World,OWID_WRL,1984,4782175455
World,OWID_WRL,1985,4868943409
World,OWID_WRL,1986,4958072773
World,OWID_WRL,1987,5049746328
World,OWID_WRL,1988,5141992501
World,OWID_WRL,1989,5234431681
World,OWID_WRL,1990,5327803039
World,OWID_WRL,1991,5418735854
World,OWID_WRL,1992,5505989763
World,OWID_WRL,1993,5591544754
World,OWID_WRL,1994,5675551219
World,OWID_WRL,1995,5758878939
World,OWID_WRL,1996,5842055673
World,OWID_WRL,1997,5924787768
World,OWID_WRL,1998,6007066661
World,OWID_WRL,1999,6089006306
World,OWID_WRL,2000,6171702952
World,OWID_WRL,2001,6254936409
World,OWID_WRL,2002,6337730260
World,OWID_WRL,2003,6420361599
World,OWID_WRL,2004,6503377733
World,OWID_WRL,2005,6586970109
World,OWID_WRL,2006,6671451961
World,OWID_WRL,2007,6757308732
World,OWID_WRL,2008,6844457620
World,OWID_WRL,2009,6932766373
World,OWID_WRL,2010,7021732097
World,OWID_WRL,2011,7110923706
World,OWID_WRL,2012,7201202442
World,OWID_WRL,2013,7291793521
World,OWID_WRL,2014,7381616193
World,OWID_WRL,2015,7470491849
World,OWID_WRL,2016,7558554482
World,OWID_WRL,2017,7645617937
World,OWID_WRL,2018,7729902735
World,OWID_WRL,2019,7811293646
World,OWID_WRL,2020,7887001253
World,OWID_WRL,2021,7954448327
World,OWID_WRL,2022,8021407128
World,OWID_WRL,2023,8091734853
